run_id,technique,phase,agent_role,reviewer_id,call_id,model,start_time_utc,end_time_utc,duration_seconds,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,usage_available,error
costed_cbr_split_soft_n10_005,CBR,planning,moderator,,63120b8552b1,gpt-4o-mini,2026-06-11T22:32:39.961244+00:00,2026-06-11T22:32:42.910418+00:00,2.949174,877,195,1072,0.00013155,0.000117,0.00024855,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_1_cbr,77aae04d852c,gpt-4o-mini,2026-06-11T22:32:42.918016+00:00,2026-06-11T22:32:49.348461+00:00,6.430445,17735,541,18276,0.00266025,0.0003246,0.00298485,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_1_cbr,13c870c00b7f,gpt-4o-mini,2026-06-11T22:32:49.349708+00:00,2026-06-11T22:32:53.833962+00:00,4.484254,1271,365,1636,0.00019065,0.000219,0.00040965,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_2_cbr,c8ce21ee6ee0,gpt-4o-mini,2026-06-11T22:32:53.839290+00:00,2026-06-11T22:33:00.286902+00:00,6.447612,17738,534,18272,0.0026607,0.0003204,0.0029811,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_2_cbr,85bbde4920d9,gpt-4o-mini,2026-06-11T22:33:00.287558+00:00,2026-06-11T22:33:04.890356+00:00,4.602798,1276,376,1652,0.0001914,0.0002256,0.000417,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_3_cbr,eee001cd5523,gpt-4o-mini,2026-06-11T22:33:04.896559+00:00,2026-06-11T22:33:10.326639+00:00,5.43008,17741,416,18157,0.00266115,0.0002496,0.00291075,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_3_cbr,7ad9e7036c1d,gpt-4o-mini,2026-06-11T22:33:10.327362+00:00,2026-06-11T22:33:15.129379+00:00,4.802017,1154,285,1439,0.0001731,0.000171,0.0003441,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_4_cbr,ac8f936c1964,gpt-4o-mini,2026-06-11T22:33:15.137130+00:00,2026-06-11T22:33:18.801679+00:00,3.664549,17734,328,18062,0.0026601,0.0001968,0.0028569,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_4_cbr,8dc830c7cf66,gpt-4o-mini,2026-06-11T22:33:18.802227+00:00,2026-06-11T22:33:21.684650+00:00,2.882423,1043,233,1276,0.00015645,0.0001398,0.00029625,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_5_cbr,b7413b637113,gpt-4o-mini,2026-06-11T22:33:21.693259+00:00,2026-06-11T22:33:34.384736+00:00,12.691477,17738,1003,18741,0.0026607,0.0006018,0.0032625,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_5_cbr,f56ae5b8936b,gpt-4o-mini,2026-06-11T22:33:34.385618+00:00,2026-06-11T22:33:41.854535+00:00,7.468917,1815,704,2519,0.00027225,0.0004224,0.00069465,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_6_cbr,0d6016476bd8,gpt-4o-mini,2026-06-11T22:33:41.860093+00:00,2026-06-11T22:33:48.615873+00:00,6.75578,17747,510,18257,0.00266205,0.000306,0.00296805,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_6_cbr,c8f060c471e6,gpt-4o-mini,2026-06-11T22:33:48.616491+00:00,2026-06-11T22:33:52.711478+00:00,4.094987,1245,344,1589,0.00018675,0.0002064,0.00039315,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_7_cbr,7c602b138ed4,gpt-4o-mini,2026-06-11T22:33:52.722182+00:00,2026-06-11T22:33:58.450102+00:00,5.72792,17747,430,18177,0.00266205,0.000258,0.00292005,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_7_cbr,0682d10d8793,gpt-4o-mini,2026-06-11T22:33:58.450942+00:00,2026-06-11T22:34:06.842397+00:00,8.391455,1140,282,1422,0.000171,0.0001692,0.0003402,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_8_cbr,4ac6850a04be,gpt-4o-mini,2026-06-11T22:34:06.848016+00:00,2026-06-11T22:34:13.395212+00:00,6.547196,17740,500,18240,0.002661,0.0003,0.002961,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_8_cbr,3607de3eb816,gpt-4o-mini,2026-06-11T22:34:13.395754+00:00,2026-06-11T22:34:16.981916+00:00,3.586162,1226,335,1561,0.0001839,0.000201,0.0003849,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_9_cbr,81916014fc52,gpt-4o-mini,2026-06-11T22:34:16.992910+00:00,2026-06-11T22:34:20.968583+00:00,3.975673,17740,313,18053,0.002661,0.0001878,0.0028488,true,
costed_cbr_split_soft_n10_005,CBR,individual_inspection,reviewer,reviewer_9_cbr,9e53d758827e,gpt-4o-mini,2026-06-11T22:34:20.969103+00:00,2026-06-11T22:35:02.391420+00:00,41.422317,1025,4096,5121,0.00015375,0.0024576,0.00261135,true,
