run_id,technique,phase,agent_role,reviewer_id,call_id,model,start_time_utc,end_time_utc,duration_seconds,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,usage_available,error
costed_pbr_split_soft_n10_014,"PBR_DESIGNER,PBR_TESTER,PBR_USER",planning,moderator,,c323cc8ee62c,gpt-4o-mini,2026-06-14T19:41:47.538291+00:00,2026-06-14T19:41:51.350185+00:00,3.811894,862,164,1026,0.0001293,9.84e-05,0.0002277,true,
costed_pbr_split_soft_n10_014,PBR_TESTER,individual_inspection,reviewer,reviewer_1_pbr_tester,1671894245ed,gpt-4o-mini,2026-06-14T19:41:51.355688+00:00,2026-06-14T19:42:03.592215+00:00,12.236527,16516,443,16959,0.0024774,0.0002658,0.0027432,true,
costed_pbr_split_soft_n10_014,PBR_TESTER,individual_inspection,reviewer,reviewer_1_pbr_tester,b042ee6bffd0,gpt-4o-mini,2026-06-14T19:42:03.593328+00:00,2026-06-14T19:42:09.335831+00:00,5.742503,1181,311,1492,0.00017715,0.0001866,0.00036375,true,
costed_pbr_split_soft_n10_014,PBR_TESTER,individual_inspection,reviewer,reviewer_2_pbr_tester,88f0c5edf425,gpt-4o-mini,2026-06-14T19:42:09.341379+00:00,2026-06-14T19:42:15.590913+00:00,6.249534,16525,425,16950,0.00247875,0.000255,0.00273375,true,
costed_pbr_split_soft_n10_014,PBR_TESTER,individual_inspection,reviewer,reviewer_2_pbr_tester,5e483e20dcae,gpt-4o-mini,2026-06-14T19:42:15.591809+00:00,2026-06-14T19:42:20.643090+00:00,5.051281,1154,285,1439,0.0001731,0.000171,0.0003441,true,
costed_pbr_split_soft_n10_014,PBR_TESTER,individual_inspection,reviewer,reviewer_3_pbr_tester,56845a7003ae,gpt-4o-mini,2026-06-14T19:42:20.648754+00:00,2026-06-14T19:42:29.192937+00:00,8.544183,16521,431,16952,0.00247815,0.0002586,0.00273675,true,
costed_pbr_split_soft_n10_014,PBR_TESTER,individual_inspection,reviewer,reviewer_3_pbr_tester,f7b0da302ff3,gpt-4o-mini,2026-06-14T19:42:29.193957+00:00,2026-06-14T19:42:33.499359+00:00,4.305402,1161,291,1452,0.00017415,0.0001746,0.00034875,true,
costed_pbr_split_soft_n10_014,PBR_TESTER,individual_inspection,reviewer,reviewer_4_pbr_tester,f0eb2cc40b3f,gpt-4o-mini,2026-06-14T19:42:33.503504+00:00,2026-06-14T19:42:42.201708+00:00,8.698204,16517,514,17031,0.00247755,0.0003084,0.00278595,true,
costed_pbr_split_soft_n10_014,PBR_TESTER,individual_inspection,reviewer,reviewer_4_pbr_tester,14b3c484604d,gpt-4o-mini,2026-06-14T19:42:42.202191+00:00,2026-06-14T19:42:50.295117+00:00,8.092926,1261,349,1610,0.00018915,0.0002094,0.00039855,true,
costed_pbr_split_soft_n10_014,PBR_USER,individual_inspection,reviewer,reviewer_5_pbr_user,c0a829a7e08e,gpt-4o-mini,2026-06-14T19:42:50.301822+00:00,2026-06-14T19:42:56.538040+00:00,6.236218,16476,435,16911,0.0024714,0.000261,0.0027324,true,
costed_pbr_split_soft_n10_014,PBR_USER,individual_inspection,reviewer,reviewer_5_pbr_user,81082c2db495,gpt-4o-mini,2026-06-14T19:42:56.538652+00:00,2026-06-14T19:43:01.563368+00:00,5.024716,1157,292,1449,0.00017355,0.0001752,0.00034875,true,
costed_pbr_split_soft_n10_014,PBR_USER,individual_inspection,reviewer,reviewer_6_pbr_user,75d43197e5d5,gpt-4o-mini,2026-06-14T19:43:01.568718+00:00,2026-06-14T19:43:06.442180+00:00,4.873462,16487,348,16835,0.00247305,0.0002088,0.00268185,true,
costed_pbr_split_soft_n10_014,PBR_USER,individual_inspection,reviewer,reviewer_6_pbr_user,8cb0d3025f52,gpt-4o-mini,2026-06-14T19:43:06.442742+00:00,2026-06-14T19:43:10.286216+00:00,3.843474,1060,235,1295,0.000159,0.000141,0.0003,true,
costed_pbr_split_soft_n10_014,PBR_USER,individual_inspection,reviewer,reviewer_7_pbr_user,b5c086270ae6,gpt-4o-mini,2026-06-14T19:43:10.289651+00:00,2026-06-14T19:43:17.186661+00:00,6.89701,16488,431,16919,0.0024732,0.0002586,0.0027318,true,
costed_pbr_split_soft_n10_014,PBR_USER,individual_inspection,reviewer,reviewer_7_pbr_user,555d21a5043f,gpt-4o-mini,2026-06-14T19:43:17.187531+00:00,2026-06-14T19:43:21.326068+00:00,4.138537,1159,291,1450,0.00017385,0.0001746,0.00034845,true,
costed_pbr_split_soft_n10_014,PBR_DESIGNER,individual_inspection,reviewer,reviewer_8_pbr_designer,700f0a9ae1d8,gpt-4o-mini,2026-06-14T19:43:21.333072+00:00,2026-06-14T19:43:28.505634+00:00,7.172562,13669,533,14202,0.00205035,0.0003198,0.00237015,true,
costed_pbr_split_soft_n10_014,PBR_DESIGNER,individual_inspection,reviewer,reviewer_8_pbr_designer,6b8f3febaee6,gpt-4o-mini,2026-06-14T19:43:28.506655+00:00,2026-06-14T19:43:34.063635+00:00,5.55698,1276,378,1654,0.0001914,0.0002268,0.0004182,true,
costed_pbr_split_soft_n10_014,PBR_DESIGNER,individual_inspection,reviewer,reviewer_9_pbr_designer,db7b1a927560,gpt-4o-mini,2026-06-14T19:43:34.065271+00:00,2026-06-14T19:43:38.444413+00:00,4.379142,13657,326,13983,0.00204855,0.0001956,0.00224415,true,
costed_pbr_split_soft_n10_014,PBR_DESIGNER,individual_inspection,reviewer,reviewer_9_pbr_designer,d0f0baa3c808,gpt-4o-mini,2026-06-14T19:43:38.445021+00:00,2026-06-14T19:43:41.854765+00:00,3.409744,1040,217,1257,0.000156,0.0001302,0.0002862,true,
costed_pbr_split_soft_n10_014,PBR_DESIGNER,individual_inspection,reviewer,reviewer_10_pbr_designer,a301efd7919b,gpt-4o-mini,2026-06-14T19:43:41.857207+00:00,2026-06-14T19:43:49.275694+00:00,7.418487,13664,543,14207,0.0020496,0.0003258,0.0023754,true,
costed_pbr_split_soft_n10_014,PBR_DESIGNER,individual_inspection,reviewer,reviewer_10_pbr_designer,7161ac812e33,gpt-4o-mini,2026-06-14T19:43:49.276673+00:00,2026-06-14T19:43:54.393160+00:00,5.116487,1285,380,1665,0.00019275,0.000228,0.00042075,true,
costed_pbr_split_soft_n10_014,"PBR_DESIGNER,PBR_TESTER,PBR_USER",inspection_meeting,scribe,,ae6a98153b51,gpt-4o-mini,2026-06-14T19:43:54.412988+00:00,2026-06-14T19:44:16.615429+00:00,22.202441,6929,1084,8013,0.00103935,0.0006504,0.00168975,true,
costed_pbr_split_soft_n10_014,"PBR_DESIGNER,PBR_TESTER,PBR_USER",followup,moderator,,ec6a3b6fe028,gpt-4o-mini,2026-06-14T19:44:16.634496+00:00,2026-06-14T19:44:18.455333+00:00,1.820837,700,88,788,0.000105,5.28e-05,0.0001578,true,
